datapoint,misogynistic_label
"Secret crushes, secret schemes. I can't imagine anything more delicate, or bittersweet. Some part of you women I always identified with... no matter how old you get, a woman's hard-pressed to throw off that part of herself.",0
You should see this too. You're getting married. That cow neck -There?,0
"Oh, good. Good. I'm your biggest fan.",0
"Hey, Saige. How you doing, Georgia? Where's Mimi?",0
"Check "" yes "" or "" no "". If you mark "" no "", you're probably a fag. That is awesome, man.",0
"I don't even know where we are. What is this, a house? Ah, no.",0
"My first day and I get to fly with Larry Gaye? So cool. My God, the stories.",0
"Why doesn't he wonder who you're talking to on the phone right now? Because he doesn't do that. If you were my partner, I'd want to know.",0
"Well, I really shouldn't be telling you this. Please. Well, she, she threw herself off the upstairs balcony.",0
"Listen, we really appreciate the help. All right, you're gettin' paid. Why don't you do what she says?",0
"She's nominated tonight for best RB solo performance. Man 2: In four short years, She has sold over 30 million albums, Had seven number-one singles in a row...",0
What?. Noo is dead. She hung herself.,0
"Dude, come on. You threw up in the women's bathroom. No, I didn't.",0
"Are you okay? I'm okay, we just... both must be tired, I guess. Can you just... can you just take me home now?",0
It is the But it was inspired in a special someone by whom is worth the wait. Last night I had a dream about a dream About Me I got ta get away. Mya!,0
So is that what you want? To be famous? I want people... to know my name.,0
"Actually, I was talkin' to both of y'all. I'm gonna show her what the what's what. She trying' to fix the game so my kids can't save the youth center.",0
She stopped by the night of the murder. Things got sexy again. I think you creamed before you and Heather made love. ,0
Just got ta be patient with him. He'll come around. She's like Cesar Millan.,0
"And that's where she went, and she just kept going. Didn't go that way. We just ran from there.",0
"Maybe go on an adventure? There's plenty of adventure here, trust me. But yeah, I'd like to be able to leave one day.",0
Someone from the school tried to have him kidnapped! I heard everything! Hold up.,0
Where is she? She? Where is my Lena?,0
"I don't know where to fucking start. And by the way, since when is 22 just out of high school? She could have been 32, they'd have used the same line.",0
I had to get to my sister. That message might've been just to delay me so she can grab Nina first. I put nothing past Clorissa Hodge.,0
"My people want nothing but peace with your planet. But you're not the only people out there, are you? And you're not the only threat.",0
"enough of all this sappy crap,' cause we have a funeral to go to, and i need you to watch doods and skoal like i asked you. but i want to go, too. brandie, you didn't even know him.",0
But... then again... I wanted to be the woman you saw. So... it wasn't just you. We did this.,0
"Oh, sorry, I don't want to break you. Actually, it's okay. I feel-I feel different.",0
"It's okay if men are the same. That's why we have stereotypes. That's why you've got the stereotype of your Grandpa, "" I sit in my chair, I drink my beer, I've got the remote, I fought in Korea, don't fucking talk to me, "" right? "" I'm not moving, you move! "" Women aren't like that, right?",0
No. And we all made mistakes. Mistakes I'm trying to help him avoid.,0
"Due to your response to those women, I can tell you all have a bone to pick with that type of mother, so you know what, I think it's my responsibility as an elected official to give a public service announcement to those mothers out there who are like that. Yes,' cause I don't know how, but always at least a couple find their way into my show. I don't know how they even heard of me.",0
There's too much to do. Let's ask her to get on the chair. Hurry up.,0
"Sure. Wow, she's amazing. I married my childhood sweetheart.",0
"And since she's not around to collect it, I think I will. What the hell are you talking about? The fundraiser after she offed herself...",0
"Someone like Noo is actually going to kill herself?. Yes, a person like her! Can't you go check on her?.",0
"Great speech, Aunt Petra. So glad to see you. I want to introduce you to my right hand-man Or in this case, woman.",0
You had loads of fun with Stacy. Like the time she locked you in the boys bathroom with Johnny Dale. Said you needed seven minutes in hell to make sure you really wanted to go to heaven.,0
"You know, I thought you were a nice man but I... you bring me here... and I open up to you and you talk about someone you're still in love with. How is that supposed to make me feel? I don't know.",0
"You know what? I made a covenant when your mother passed. I said I would never... never marry another woman, never look at her... till you were settled down with someone.",0
Where is she? She went that way. And you didn't try to stop her?,0
Really? Dylan and I are in love. Okay?,0
"No.. No. I think you're just in love. Let's just go home. No, we're going to the Dolce Vita Ball.",0
She spent her whole life trying. And you... you were just another way to make her feel special. She always needed to feel so special.,0
"You talking about the mixer? Yeah. At these things, some women insist on touching your forearm in this very deliberate manner.",0
"Ah, I don't know about Mayor, Pop. And, this weekend, we have Shantaysia  with us.",0
"I just added a Y. "" "" It's a fucking Y. What's so hurtful about a Y? "" And she was like, "" Well, how would you like it if I called you blacky? "" Well played, well played.",0
They gonna follow us everywhere? Yep. Restaurants?,0
"Two! Three! All right, all right, all right.",0
We'll go to Puerto Rico if you like. I heard that shit before. We're gonna have three kids.,0
"She rails at herself, that she should be so immodest to write to one that she knows would flout her ; and the ecstasy hath so much overborne her that my daughter is sometime afeared she will do a desperate outrage to herself! It were good that Benedick knew of it by some other, if she will not discover it. To what end?",0
He was with her last night. I was just teasin' with ya. Don't go to jumpin' to them conclusions and everything.,0
"He showed up at her house with blood coming out of his ear, because he had jammed something into it. That's disturbing. Yeah.",0
Really? How'd I do that? Big guy like you?,0
"They just kind of straight chill, or... Culturally, the women do the work and the men, they provide the protection, you know? Yeah.",0
"She's not saved. I pray for her every day and night. My big girl, Angel, she was my first.",0
"That's all I have. Hell, her behavior is so strange, she's a god damned teenager. Anything else?",0
"Yeah, I know. She talked a lot about you. You have the same eyes.",0
"He can not get erect by accident, it's called cheating. It's called a mistake, you idiot! She's an idiot.",0
"I need to be closer to West Point. Listen, it'll be fine. OK, she seems to...",0
"One of his belts. Oh, my God, his belt. Used his belt to kill herself.",0
"Dude, she tried to kill herself. Shut up. I'm not lying, it's true!",0
What? They're here to accept the money... Shut up!,0
"It wasn't clear. So, that's your angle? A ghost?",0
She didn't. It was me. That one was me.,0
